entity_id,paper_id,doi,source_label,candidate_channel,structure_candidate_id,page_number,raw_recognized_smiles,canonical_smiles,inchikey,fragment_count,contains_wildcard,rdkit_parse_ok,recognition_confidence,pairing_status,expected_text_inchikey,expected_fragment_match_count,expected_matching_fragment_smiles,other_fragment_smiles,source_location,molecule_crop_path,rendered_page_path
SRCENT-8eb025687c20e53dbe,ZPC-004234,10.1002/cptc.202000146,compound 2,numbered400,PANELSTR-432bd55c7639d50582,4,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C,IDKSJBHDNRPNTC-UHFFFAOYSA-N,120,false,true,0.435143,unique_panel_pair,,0,,,"PDF page 4; structure bbox (1028, 1678, 1520, 1880); label bbox (1408, 1843, 1421, 1857)",outputs\literature_kb_numbered_structure_refinement_dpi400_20260906\structure_crops\ZPC-004234\page_0004_structure_010.png,outputs\literature_kb_numbered_structure_refinement_dpi400_20260906\source_pages\ZPC-004234\page_0004.png
SRCENT-8eb025687c20e53dbe,ZPC-004234,10.1002/cptc.202000146,compound 2,numbered400,PANELSTR-8dc7ff8ff0e4258222,4,C(CCC1CC(C2CCC2)C1)CC1CCC1.C1CC(CCCC2C345C6789C%10%11%12C23%13%14%15C623C4%106%16%17C7%134C5%1127%10C8%146C%1234%167C9%15%17%10)C1.C1CCC1.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CCC1CC2CCC12.CCCC.CCCC.CCCCC1CCC1.CCCCCC.CCCCCC.CCCCCC,,,0,false,false,0.0,unique_panel_pair,,0,,,"PDF page 4; structure bbox (472, 1974, 960, 2177); label bbox (680, 2032, 693, 2046)",outputs\literature_kb_numbered_structure_refinement_dpi400_20260906\structure_crops\ZPC-004234\page_0004_structure_014.png,outputs\literature_kb_numbered_structure_refinement_dpi400_20260906\source_pages\ZPC-004234\page_0004.png
SRCENT-8eb025687c20e53dbe,ZPC-004234,10.1002/cptc.202000146,compound 2,numbered400,PANELSTR-5ac2db6ab504d2922c,4,C(CCC1CC(C2CCC2)C1)CC1CCC1.C1CC(CCCC2C345C6789C%10%11%12C23%13%14%15C623C4%106%16%17C7%134C5%1127%10C8%146C%1234%167C9%15%17%10)C1.C1CCC1.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CCC1CC2CCC12.CCCC.CCCC.CCCCC1CCC1.CCCCCC.CCCCCC.CCCCCC,,,0,false,false,0.0,unique_panel_pair,,0,,,"PDF page 4; structure bbox (472, 1974, 960, 2177); label bbox (787, 2070, 916, 2157)",outputs\literature_kb_numbered_structure_refinement_dpi400_20260906\structure_crops\ZPC-004234\page_0004_structure_014.png,outputs\literature_kb_numbered_structure_refinement_dpi400_20260906\source_pages\ZPC-004234\page_0004.png
SRCENT-8eb025687c20e53dbe,ZPC-004234,10.1002/cptc.202000146,compound 2,numbered400,PANELSTR-0e3d5b862c58810339,7,C1C2CC1C2.C1CC2CCC12.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CCC1CC(C(C)CC)C1.CCC1CC2CCC12.CCCC.CCCC.CCCC.CCCC.CCCC.CCCC.CCCCCCC(C)CC,C1C2CC1C2.C1CC2CCC12.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CCC1CC(C(C)CC)C1.CCC1CC2CCC12.CCCC.CCCC.CCCC.CCCC.CCCC.CCCC.CCCCCCC(C)CC,ZTJVCJHXBNFPBR-UHFFFAOYSA-N,48,false,true,0.0,one_structure_matches_multiple_registered_labels,,0,,,"PDF page 7; structure bbox (1833, 960, 2150, 1204); label bbox (1861, 1077, 1875, 1091)",outputs\literature_kb_numbered_structure_refinement_dpi400_20260906\structure_crops\ZPC-004234\page_0007_structure_004.png,outputs\literature_kb_numbered_structure_refinement_dpi400_20260906\source_pages\ZPC-004234\page_0007.png
SRCENT-8eb025687c20e53dbe,ZPC-004234,10.1002/cptc.202000146,compound 2,numbered400,PANELSTR-8f8b3faf4a24f9e62c,7,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C,IDKSJBHDNRPNTC-UHFFFAOYSA-N,120,false,true,0.40748,unique_panel_pair,,0,,,"PDF page 7; structure bbox (2574, 963, 2937, 1125); label bbox (2581, 1072, 2611, 1098)",outputs\literature_kb_numbered_structure_refinement_dpi400_20260906\structure_crops\ZPC-004234\page_0007_structure_007.png,outputs\literature_kb_numbered_structure_refinement_dpi400_20260906\source_pages\ZPC-004234\page_0007.png
SRCENT-8eb025687c20e53dbe,ZPC-004234,10.1002/cptc.202000146,compound 2,source2,PANELSTR-d6af7667a3f9c0df5d,3,CCN(CC)c1ccc2cc(C=O)c(=O)oc2c1,CCN(CC)c1ccc2cc(C=O)c(=O)oc2c1,HWQSZPUCHJKWLS-UHFFFAOYSA-N,1,false,true,0.909485,unique_panel_pair,,0,,,"PDF page 3; structure bbox (960, 2883, 1237, 3020); label bbox (994, 2976, 1024, 3014)",outputs\literature_kb_source_structure_refinement_batch2_20260906\structure_crops\ZPC-004234\page_0003_structure_004.png,outputs\literature_kb_source_structure_refinement_batch2_20260906\source_pages\ZPC-004234\page_0003.png
SRCENT-8eb025687c20e53dbe,ZPC-004234,10.1002/cptc.202000146,compound 2,source2,PANELSTR-0fb6222bb05113990d,3,CCN(CC)c1ccc2cc(C=O)c(=O)oc2c1,CCN(CC)c1ccc2cc(C=O)c(=O)oc2c1,HWQSZPUCHJKWLS-UHFFFAOYSA-N,1,false,true,0.909485,unique_panel_pair,,0,,,"PDF page 3; structure bbox (960, 2883, 1237, 3020); label bbox (1102, 3012, 1115, 3032)",outputs\literature_kb_source_structure_refinement_batch2_20260906\structure_crops\ZPC-004234\page_0003_structure_004.png,outputs\literature_kb_source_structure_refinement_batch2_20260906\source_pages\ZPC-004234\page_0003.png
SRCENT-8eb025687c20e53dbe,ZPC-004234,10.1002/cptc.202000146,compound 2,source2,PANELSTR-c98a1eb27fe674cfc5,3,CCN(CC)c1ccc2cc(/C=N/O)c(=O)oc2c1,CCN(CC)c1ccc2cc(/C=N/O)c(=O)oc2c1,NAGJAUCLWVEUFI-OQLLNIDSSA-N,1,false,true,0.909264,unique_panel_pair,,0,,,"PDF page 3; structure bbox (351, 3080, 669, 3221); label bbox (387, 3176, 418, 3215)",outputs\literature_kb_source_structure_refinement_batch2_20260906\structure_crops\ZPC-004234\page_0003_structure_002.png,outputs\literature_kb_source_structure_refinement_batch2_20260906\source_pages\ZPC-004234\page_0003.png
SRCENT-9b82a07a926bfcbc89,OA2P-000445,10.2494/photopolymer.14.657,PI 11,numbered,PANELSTR-98c6387585bf68e9f6,3,<invalid>,,,0,false,false,0.424998,one_structure_matches_multiple_registered_labels,,0,,,"PDF page 3; structure bbox (496, 1418, 1187, 1602); label bbox (210, 1442, 252, 1477)",outputs\literature_kb_numbered_structure_refinement_20260906\structure_crops\OA2P-000445\page_0003_structure_006.png,outputs\literature_kb_numbered_structure_refinement_20260906\source_pages\OA2P-000445\page_0003.png
SRCENT-9b82a07a926bfcbc89,OA2P-000445,10.2494/photopolymer.14.657,PI 11,numbered,PANELSTR-89d53836ad261c7a08,8,*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*,*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*,,60,true,true,0.597671,one_structure_matches_multiple_registered_labels,,0,,,"PDF page 8; structure bbox (329, 1971, 1131, 2600); label bbox (487, 1807, 531, 1842)",outputs\literature_kb_numbered_structure_refinement_20260906\structure_crops\OA2P-000445\page_0008_structure_001.png,outputs\literature_kb_numbered_structure_refinement_20260906\source_pages\OA2P-000445\page_0008.png
SRCENT-9b82a07a926bfcbc89,OA2P-000445,10.2494/photopolymer.14.657,PI 11,numbered3,PANELSTR-98c6387585bf68e9f6,3,<invalid>,,,0,false,false,0.424998,one_structure_matches_multiple_registered_labels,,0,,,"PDF page 3; structure bbox (496, 1418, 1187, 1602); label bbox (210, 1442, 252, 1477)",outputs\literature_kb_numbered_structure_refinement_batch3_20260906\structure_crops\OA2P-000445\page_0003_structure_006.png,outputs\literature_kb_numbered_structure_refinement_batch3_20260906\source_pages\OA2P-000445\page_0003.png
SRCENT-9b82a07a926bfcbc89,OA2P-000445,10.2494/photopolymer.14.657,PI 11,numbered3,PANELSTR-89d53836ad261c7a08,8,*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*,*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*,,60,true,true,0.597671,one_structure_matches_multiple_registered_labels,,0,,,"PDF page 8; structure bbox (329, 1971, 1131, 2600); label bbox (487, 1807, 531, 1842)",outputs\literature_kb_numbered_structure_refinement_batch3_20260906\structure_crops\OA2P-000445\page_0008_structure_001.png,outputs\literature_kb_numbered_structure_refinement_batch3_20260906\source_pages\OA2P-000445\page_0008.png
SRCENT-9b82a07a926bfcbc89,OA2P-000445,10.2494/photopolymer.14.657,PI 11,source2,PANELSTR-98c6387585bf68e9f6,3,<invalid>,,,0,false,false,0.424998,one_structure_matches_multiple_registered_labels,,0,,,"PDF page 3; structure bbox (496, 1418, 1187, 1602); label bbox (210, 1442, 252, 1477)",outputs\literature_kb_source_structure_refinement_batch2_20260906\structure_crops\OA2P-000445\page_0003_structure_006.png,outputs\literature_kb_source_structure_refinement_batch2_20260906\source_pages\OA2P-000445\page_0003.png
SRCENT-9b82a07a926bfcbc89,OA2P-000445,10.2494/photopolymer.14.657,PI 11,source2,PANELSTR-89d53836ad261c7a08,8,*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*,*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*.*,,60,true,true,0.597671,one_structure_matches_multiple_registered_labels,,0,,,"PDF page 8; structure bbox (329, 1971, 1131, 2600); label bbox (487, 1807, 531, 1842)",outputs\literature_kb_source_structure_refinement_batch2_20260906\structure_crops\OA2P-000445\page_0008_structure_001.png,outputs\literature_kb_source_structure_refinement_batch2_20260906\source_pages\OA2P-000445\page_0008.png
SRCENT-a4c3643d22be623181,ZPC-005453,10.1002/admi.202202352,PI 0,numbered,PANELSTR-bc3aa6b13e9b1eb3a8,5,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,DAKWPKUUDNSNPN-UHFFFAOYSA-N,1,false,true,0.897308,unique_panel_pair,,0,,,"PDF page 5; structure bbox (1044, 2684, 1263, 2886); label bbox (1105, 2795, 1117, 2805)",outputs\literature_kb_numbered_structure_refinement_20260906\structure_crops\ZPC-005453\page_0005_structure_012.png,outputs\literature_kb_numbered_structure_refinement_20260906\source_pages\ZPC-005453\page_0005.png
SRCENT-a4c3643d22be623181,ZPC-005453,10.1002/admi.202202352,PI 0,numbered,PANELSTR-82eed03f0f50f2fca2,5,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,DAKWPKUUDNSNPN-UHFFFAOYSA-N,1,false,true,0.897308,unique_panel_pair,,0,,,"PDF page 5; structure bbox (1044, 2684, 1263, 2886); label bbox (1215, 2814, 1236, 2834)",outputs\literature_kb_numbered_structure_refinement_20260906\structure_crops\ZPC-005453\page_0005_structure_012.png,outputs\literature_kb_numbered_structure_refinement_20260906\source_pages\ZPC-005453\page_0005.png
SRCENT-a4c3643d22be623181,ZPC-005453,10.1002/admi.202202352,PI 0,numbered260,PANELSTR-1eaad90c893f70c817,5,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,DAKWPKUUDNSNPN-UHFFFAOYSA-N,1,false,true,0.885609,unique_panel_pair,,0,,,"PDF page 5; structure bbox (847, 2181, 1027, 2345); label bbox (954, 2287, 963, 2295)",outputs\literature_kb_numbered_structure_refinement_dpi260_20260906\structure_crops\ZPC-005453\page_0005_structure_012.png,outputs\literature_kb_numbered_structure_refinement_dpi260_20260906\source_pages\ZPC-005453\page_0005.png
SRCENT-a4c3643d22be623181,ZPC-005453,10.1002/admi.202202352,PI 0,source2,PANELSTR-bc3aa6b13e9b1eb3a8,5,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,DAKWPKUUDNSNPN-UHFFFAOYSA-N,1,false,true,0.897308,unique_panel_pair,,0,,,"PDF page 5; structure bbox (1044, 2684, 1263, 2886); label bbox (1105, 2795, 1117, 2805)",outputs\literature_kb_source_structure_refinement_batch2_20260906\structure_crops\ZPC-005453\page_0005_structure_012.png,outputs\literature_kb_source_structure_refinement_batch2_20260906\source_pages\ZPC-005453\page_0005.png
SRCENT-a4c3643d22be623181,ZPC-005453,10.1002/admi.202202352,PI 0,source2,PANELSTR-82eed03f0f50f2fca2,5,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,DAKWPKUUDNSNPN-UHFFFAOYSA-N,1,false,true,0.897308,unique_panel_pair,,0,,,"PDF page 5; structure bbox (1044, 2684, 1263, 2886); label bbox (1215, 2814, 1236, 2834)",outputs\literature_kb_source_structure_refinement_batch2_20260906\structure_crops\ZPC-005453\page_0005_structure_012.png,outputs\literature_kb_source_structure_refinement_batch2_20260906\source_pages\ZPC-005453\page_0005.png
SRCENT-bfb599b991d7eddb3b,ZPC-004234,10.1002/cptc.202000146,compound 1,named1,PANELSTR-c15e7c2024ce3efa77,3,CCN(CC)c1ccc(C=O)c(O)c1,CCN(CC)c1ccc(C=O)c(O)c1,XFVZSRRZZNLWBW-UHFFFAOYSA-N,1,false,true,0.905965,unique_panel_pair,,0,,,"PDF page 3; structure bbox (208, 2874, 431, 3014); label bbox (418, 2910, 433, 2928)",outputs\literature_kb_named_structure_refinement_batch1_20260906\structure_crops\ZPC-004234\page_0003_structure_001.png,outputs\literature_kb_named_structure_refinement_batch1_20260906\source_pages\ZPC-004234\page_0003.png
SRCENT-bfb599b991d7eddb3b,ZPC-004234,10.1002/cptc.202000146,compound 1,named1,PANELSTR-bdd9f5c998d3509a14,3,CCN(CC)c1ccc2ccc(=O)oc2c1,CCN(CC)c1ccc2ccc(=O)oc2c1,QXAMGWKESXGGNV-UHFFFAOYSA-N,1,false,true,0.905552,unique_panel_pair,,0,,,"PDF page 3; structure bbox (615, 2889, 859, 3019); label bbox (749, 3007, 758, 3027)",outputs\literature_kb_named_structure_refinement_batch1_20260906\structure_crops\ZPC-004234\page_0003_structure_003.png,outputs\literature_kb_named_structure_refinement_batch1_20260906\source_pages\ZPC-004234\page_0003.png
SRCENT-bfb599b991d7eddb3b,ZPC-004234,10.1002/cptc.202000146,compound 1,named1,PANELSTR-b2f424dd596adc652a,7,C1CCC1.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CCC(C)CC.CCC1CC2C1C1C23C2C14C31C23C25C6C78C9(C%10C7%11C97C%109C%11%10C%11%12C%13%14C%15C%16CC%15%17C%16%13C%11%13C%17%14C9%12C7%10%13)C67C82C43C751.CCCC.CCCC.CCCC.CCCC.CCCC1CCC1,C1CCC1.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CCC(C)CC.CCC1CC2C1C1C23C2C14C31C23C25C6C78C9(C%10C7%11C97C%109C%11%10C%11%12C%13%14C%15C%16CC%15%17C%16%13C%11%13C%17%14C9%12C7%10%13)C67C82C43C751.CCCC.CCCC.CCCC.CCCC.CCCC1CCC1,HDFHPHHWHMFUKC-UHFFFAOYSA-N,42,false,true,0.0,unique_panel_pair,,0,,,"PDF page 7; structure bbox (1465, 768, 1720, 962); label bbox (1593, 735, 1616, 754)",outputs\literature_kb_named_structure_refinement_batch1_20260906\structure_crops\ZPC-004234\page_0007_structure_007.png,outputs\literature_kb_named_structure_refinement_batch1_20260906\source_pages\ZPC-004234\page_0007.png
SRCENT-bfb599b991d7eddb3b,ZPC-004234,10.1002/cptc.202000146,compound 1,numbered,PANELSTR-c15e7c2024ce3efa77,3,CCN(CC)c1ccc(C=O)c(O)c1,CCN(CC)c1ccc(C=O)c(O)c1,XFVZSRRZZNLWBW-UHFFFAOYSA-N,1,false,true,0.905965,unique_panel_pair,,0,,,"PDF page 3; structure bbox (208, 2874, 431, 3014); label bbox (418, 2910, 433, 2928)",outputs\literature_kb_numbered_structure_refinement_20260906\structure_crops\ZPC-004234\page_0003_structure_001.png,outputs\literature_kb_numbered_structure_refinement_20260906\source_pages\ZPC-004234\page_0003.png
SRCENT-bfb599b991d7eddb3b,ZPC-004234,10.1002/cptc.202000146,compound 1,numbered,PANELSTR-bdd9f5c998d3509a14,3,CCN(CC)c1ccc2ccc(=O)oc2c1,CCN(CC)c1ccc2ccc(=O)oc2c1,QXAMGWKESXGGNV-UHFFFAOYSA-N,1,false,true,0.905552,unique_panel_pair,,0,,,"PDF page 3; structure bbox (615, 2889, 859, 3019); label bbox (749, 3007, 758, 3027)",outputs\literature_kb_numbered_structure_refinement_20260906\structure_crops\ZPC-004234\page_0003_structure_003.png,outputs\literature_kb_numbered_structure_refinement_20260906\source_pages\ZPC-004234\page_0003.png
SRCENT-bfb599b991d7eddb3b,ZPC-004234,10.1002/cptc.202000146,compound 1,numbered,PANELSTR-b2f424dd596adc652a,7,C1CCC1.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CCC(C)CC.CCC1CC2C1C1C23C2C14C31C23C25C6C78C9(C%10C7%11C97C%109C%11%10C%11%12C%13%14C%15C%16CC%15%17C%16%13C%11%13C%17%14C9%12C7%10%13)C67C82C43C751.CCCC.CCCC.CCCC.CCCC.CCCC1CCC1,C1CCC1.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CCC(C)CC.CCC1CC2C1C1C23C2C14C31C23C25C6C78C9(C%10C7%11C97C%109C%11%10C%11%12C%13%14C%15C%16CC%15%17C%16%13C%11%13C%17%14C9%12C7%10%13)C67C82C43C751.CCCC.CCCC.CCCC.CCCC.CCCC1CCC1,HDFHPHHWHMFUKC-UHFFFAOYSA-N,42,false,true,0.0,unique_panel_pair,,0,,,"PDF page 7; structure bbox (1465, 768, 1720, 962); label bbox (1593, 735, 1616, 754)",outputs\literature_kb_numbered_structure_refinement_20260906\structure_crops\ZPC-004234\page_0007_structure_007.png,outputs\literature_kb_numbered_structure_refinement_20260906\source_pages\ZPC-004234\page_0007.png
SRCENT-bfb599b991d7eddb3b,ZPC-004234,10.1002/cptc.202000146,compound 1,numbered260,PANELSTR-52719ceae2c806a8c5,3,CCN(CC)c1ccc(C=O)c(O)c1,CCN(CC)c1ccc(C=O)c(O)c1,XFVZSRRZZNLWBW-UHFFFAOYSA-N,1,false,true,0.895722,unique_panel_pair,,0,,,"PDF page 3; structure bbox (169, 2335, 350, 2449); label bbox (340, 2365, 352, 2379)",outputs\literature_kb_numbered_structure_refinement_dpi260_20260906\structure_crops\ZPC-004234\page_0003_structure_001.png,outputs\literature_kb_numbered_structure_refinement_dpi260_20260906\source_pages\ZPC-004234\page_0003.png
SRCENT-bfb599b991d7eddb3b,ZPC-004234,10.1002/cptc.202000146,compound 1,numbered260,PANELSTR-ba4b8a097856dc2407,3,CCN(CC)c1ccc2ccc(=O)oc2c1,CCN(CC)c1ccc2ccc(=O)oc2c1,QXAMGWKESXGGNV-UHFFFAOYSA-N,1,false,true,0.906132,unique_panel_pair,,0,,,"PDF page 3; structure bbox (499, 2347, 698, 2453); label bbox (609, 2444, 616, 2460)",outputs\literature_kb_numbered_structure_refinement_dpi260_20260906\structure_crops\ZPC-004234\page_0003_structure_002.png,outputs\literature_kb_numbered_structure_refinement_dpi260_20260906\source_pages\ZPC-004234\page_0003.png
SRCENT-bfb599b991d7eddb3b,ZPC-004234,10.1002/cptc.202000146,compound 1,numbered260,PANELSTR-6320da0f5fd920939e,3,*C(=O)O/N=C/c1cc2ccc(N(CC)CC)cc2oc1=O,*C(=O)O/N=C/c1cc2ccc(N(CC)CC)cc2oc1=O,,1,true,true,0.912924,one_structure_matches_multiple_registered_labels,,0,,,"PDF page 3; structure bbox (714, 2511, 1003, 2623); label bbox (954, 2529, 983, 2556)",outputs\literature_kb_numbered_structure_refinement_dpi260_20260906\structure_crops\ZPC-004234\page_0003_structure_005.png,outputs\literature_kb_numbered_structure_refinement_dpi260_20260906\source_pages\ZPC-004234\page_0003.png
SRCENT-bfb599b991d7eddb3b,ZPC-004234,10.1002/cptc.202000146,compound 1,numbered260,PANELSTR-b57436c8dc3cd277b4,7,CC(C)C(C)C(C)C(C)C1234(C)[CH]56C[CH]78(C)[CH]9(C)C(C)C(C)[CH]1%10%11%12%13%14%15[CH](C)([CH]9(C)[CH]57C)[CH]21(C)[CH]%10257(C)[CH]9(C)[CH]%10(C)[CH]%16%17%18(C)[CH]%19(C)[CH]%20%21(C)[CH]9%11%22%23(C)[CH]9%11%24(C)[CH]%16(C)[CH]%193%16(C)C(C)[CH]2%223%19(C)C(C)[CH]45[CH]%2093%1224C[CH]%21%11%192%133(C)[CH]%10%17%24(C)[CH]7%2343%14(C)[CH]681%18%16%15C.CC(C)C(C)[CH](C)(C)[CH](C)(C(C)C)C(C)C,,,0,false,false,0.0,unique_panel_pair,,0,,,"PDF page 7; structure bbox (1191, 624, 1399, 783); label bbox (1295, 597, 1314, 613)",outputs\literature_kb_numbered_structure_refinement_dpi260_20260906\structure_crops\ZPC-004234\page_0007_structure_006.png,outputs\literature_kb_numbered_structure_refinement_dpi260_20260906\source_pages\ZPC-004234\page_0007.png
SRCENT-bfb599b991d7eddb3b,ZPC-004234,10.1002/cptc.202000146,compound 1,numbered400,PANELSTR-007cb8303f5714a2db,3,CCN(CC)c1ccc(C=O)c(O)c1,CCN(CC)c1ccc(C=O)c(O)c1,XFVZSRRZZNLWBW-UHFFFAOYSA-N,1,false,true,0.919466,one_structure_matches_multiple_registered_labels,,0,,,"PDF page 3; structure bbox (260, 3592, 539, 3768); label bbox (523, 3638, 542, 3661)",outputs\literature_kb_numbered_structure_refinement_dpi400_20260906\structure_crops\ZPC-004234\page_0003_structure_001.png,outputs\literature_kb_numbered_structure_refinement_dpi400_20260906\source_pages\ZPC-004234\page_0003.png
SRCENT-bfb599b991d7eddb3b,ZPC-004234,10.1002/cptc.202000146,compound 1,numbered400,PANELSTR-81b18682fac6dad818,3,CCN(CC)c1ccc2ccc(=O)oc2c1,CCN(CC)c1ccc2ccc(=O)oc2c1,QXAMGWKESXGGNV-UHFFFAOYSA-N,1,false,true,0.917885,unique_panel_pair,,0,,,"PDF page 3; structure bbox (769, 3611, 1074, 3774); label bbox (937, 3760, 947, 3784)",outputs\literature_kb_numbered_structure_refinement_dpi400_20260906\structure_crops\ZPC-004234\page_0003_structure_002.png,outputs\literature_kb_numbered_structure_refinement_dpi400_20260906\source_pages\ZPC-004234\page_0003.png
