alias_id,molecule_id,preferred_name,alias,normalized_alias,match_scope,source_dois,source_ids,molecule_role,identity_status,identity_scope,smiles,stored_inchikey,computed_inchikey,structure_validation,case_sensitive,alias_status
ALIAS-a4012cd38666ed96a2,MOL-00630a00040a,compound 4c doughnut array,compound 4c doughnut array,compound4cdoughnutarray,source_scoped,10.2494/photopolymer.32.257,zotero_LVN4MHDD,photoinitiator_or_photosensitizer,formulation_identity,source_scoped,,,,not_available,false,eligible_exact_alias
ALIAS-d9db65fb26784b54a4,MOL-06ee150ea4cf,"1: 2,7-bis[2-(4-dimethylamino-phenyl)-vinyl]anthraquinone","1: 2,7-bis[2-(4-dimethylamino-phenyl)-vinyl]anthraquinone",127bis24dimethylaminophenylvinylanthraquinone,global_exact_name,10.1016/j.jphotochem.2007.03.002,zotero_95TT3IKI,photoinitiator_or_photosensitizer,explicit_field,global_name_key,,,,not_available,false,eligible_exact_alias
ALIAS-80f42abde82db07379,MOL-09627362a8bc,2BTrz,2BTrz,2btrz,global_exact_name,10.1038/s41598-018-35301-x,OA2P-000226,photoinitiator_or_photosensitizer,structured_pi_label,global_name_key,,,,not_available,false,eligible_exact_alias
ALIAS-74e1dd87d33ffc4118,MOL-0bd1f2454b16,CCK-Ben,CCK-Ben,cckben,global_exact_name,10.1021/acsapm.4c00932,zotero_PJQEIM6F,photoinitiator_or_photosensitizer,formulation_identity,global_name_key,,,,not_available,false,eligible_exact_alias
ALIAS-90539f740a7e5fd438,MOL-134dd1ff52e2,Lucirin TPO-L,Lucirin TPO-L,lucirintpol,global_exact_name,10.1002/lpor.201600079;10.1007/s00339-007-4367-0;10.1016/j.polymer.2017.04.039;10.1115/1.4000097,Tomova2016; Ummethala2017; Uppal2009; zotero_INAWB8HL; zotero_KGWA2AJ6; zotero_QH8XLKS5,photoinitiator_or_photosensitizer,structured_pi_label,global_name_key,,,,not_available,false,eligible_exact_alias
ALIAS-7735d2a8f92f47447d,MOL-134dd1ff52e2,Lucirin TPO-L,LTPO-L,ltpol,global_exact_name,10.1002/lpor.201600079;10.1007/s00339-007-4367-0;10.1016/j.polymer.2017.04.039;10.1115/1.4000097,Tomova2016; Ummethala2017; Uppal2009; zotero_INAWB8HL; zotero_KGWA2AJ6; zotero_QH8XLKS5,photoinitiator_or_photosensitizer,structured_pi_label,global_name_key,,,,not_available,false,eligible_exact_alias
ALIAS-1adc4420a2020e168c,MOL-134dd1ff52e2,Lucirin TPO-L,TPO-L,tpol,global_exact_name,10.1002/lpor.201600079;10.1007/s00339-007-4367-0;10.1016/j.polymer.2017.04.039;10.1115/1.4000097,Tomova2016; Ummethala2017; Uppal2009; zotero_INAWB8HL; zotero_KGWA2AJ6; zotero_QH8XLKS5,photoinitiator_or_photosensitizer,structured_pi_label,global_name_key,,,,not_available,true,eligible_exact_alias
ALIAS-9d51e5b2951b0229b3,MOL-1bf749ee78ef,DPEPA,DPEPA,dpepa,global_exact_name,10.1364/oe.6.000064,zotero_RK5TXPZ5,resin_or_matrix,formulation_identity,global_name_key,,,,not_available,false,eligible_exact_alias
ALIAS-9872877ace51320b1a,MOL-1cf7a6e2aeef,DETC,DETC,detc,global_exact_name,10.1021/acsami.3c10581;10.1021/acsapm.3c00141;10.1021/acsapm.4c00932;10.1038/s41598-017-17391-1;10.1039/d4sc03527e,Kilic2023; Mauri2024; Tang2023; ZPC-000049; ZPC-001953; zotero_PJQEIM6F,photoinitiator_or_photosensitizer,structured_pi_label,global_name_key,,,,not_available,true,eligible_exact_alias
ALIAS-b970e67c6c800cb608,MOL-223c90f9ee2b,"2,7-bis[(E)-2-(4-dimethylaminophenyl)ethenyl]anthracene-9,10-dione","2,7-bis[(E)-2-(4-dimethylaminophenyl)ethenyl]anthracene-9,10-dione",27bise24dimethylaminophenylethenylanthracene910dione,source_scoped,10.1016/j.jphotochem.2007.03.002,ZPC-001187; zotero_95TT3IKI,photoinitiator_or_photosensitizer,structure_linked,source_scoped,CN(C)c1ccc(/C=C\c2cccc3c2C(=O)c2c(/C=C\c4ccc(N(C)C)cc4)cccc2C3=O)cc1,IQUNKJJUMRLHSN-JYFOCSDGSA-N,IQUNKJJUMRLHSN-WHYMJUELSA-N,rdkit_sanitized,false,eligible_exact_alias
ALIAS-b3477062cb6ffa7a02,MOL-23bd7179f4c3,BAPO,BAPO,bapo,global_exact_name,10.1021/acs.chemmater.1c04002,Lunzer2022,photoinitiator_or_photosensitizer,structured_pi_label,global_name_key,,,,not_available,true,eligible_exact_alias
ALIAS-cdaf47b4f8e2ff5e17,MOL-280d9282c038,"4,4'-bis(diethylamino)benzophenone (Michler's ethyl ketone)","4,4'-bis(diethylamino)benzophenone (Michler's ethyl ketone)",44bisdiethylaminobenzophenonemichlersethylketone,global_exact_name,10.1021/acs.macromol.0c01518,ZPC-004425; zotero_SRU6DZHE,photoinitiator_or_photosensitizer,structure_linked,global_name_key,CCN(CC)c1ccc(C(=O)c2ccc(N(CC)CC)cc2)cc1,VYHBFRJRBHMIQZ-UHFFFAOYSA-N,VYHBFRJRBHMIQZ-UHFFFAOYSA-N,rdkit_sanitized,false,eligible_exact_alias
ALIAS-4bf2f4c9c0dd7d6fb5,MOL-280d9282c038,"4,4'-bis(diethylamino)benzophenone (Michler's ethyl ketone)",Michler's ethyl ketone,michlersethylketone,global_exact_name,10.1021/acs.macromol.0c01518,ZPC-004425; zotero_SRU6DZHE,photoinitiator_or_photosensitizer,structure_linked,global_name_key,CCN(CC)c1ccc(C(=O)c2ccc(N(CC)CC)cc2)cc1,VYHBFRJRBHMIQZ-UHFFFAOYSA-N,VYHBFRJRBHMIQZ-UHFFFAOYSA-N,rdkit_sanitized,false,eligible_exact_alias
ALIAS-4139ddf79b2dadacd5,MOL-280d9282c038,"4,4'-bis(diethylamino)benzophenone (Michler's ethyl ketone)",BDEBP,bdebp,global_exact_name,10.1021/acs.macromol.0c01518,ZPC-004425; zotero_SRU6DZHE,photoinitiator_or_photosensitizer,structure_linked,global_name_key,CCN(CC)c1ccc(C(=O)c2ccc(N(CC)CC)cc2)cc1,VYHBFRJRBHMIQZ-UHFFFAOYSA-N,VYHBFRJRBHMIQZ-UHFFFAOYSA-N,rdkit_sanitized,false,eligible_exact_alias
ALIAS-a1acdd3d04a9a33cf5,MOL-28932315790a,Rose Bengal,Rose Bengal,rosebengal,global_exact_name,10.1002/adfm.201203880;10.1088/1758-5082/3/2/025003,zotero_4UUBRRGP; zotero_X4RTKEJL,photoinitiator_or_photosensitizer,anchor_mined,global_name_key,,,,not_available,false,eligible_exact_alias
ALIAS-36235aa24aa2751cfd,MOL-29532714cf8d,PETIA,PETIA,petia,global_exact_name,10.1109/icop56156.2022.9911711,zotero_LF43QEJD,resin_or_matrix,formulation_identity,global_name_key,,,,not_available,false,eligible_exact_alias
ALIAS-4252d477e0aabaaab1,MOL-29e7e7bf910a,TMPTA,TMPTA,tmpta,global_exact_name,10.2494/photopolymer.32.257,zotero_LVN4MHDD,resin_or_matrix,formulation_identity,global_name_key,,,,not_available,false,eligible_exact_alias
ALIAS-d3e3bc4f218752694e,MOL-2bccbf08f1f0,4-(7-isopropyl-9-oxo-9H-thioxanthen-2-yl)benzonitrile,4-(7-isopropyl-9-oxo-9H-thioxanthen-2-yl)benzonitrile,47isopropyl9oxo9hthioxanthen2ylbenzonitrile,global_exact_name,10.1021/acsapm.0c01291,ZPC-000605,photoinitiator_or_photosensitizer,structure_linked,global_name_key,CC(C)c1ccc2sc3ccc(-c4ccc(C#N)cc4)cc3c(=O)c2c1,LMSHIBKMAZKRTD-UHFFFAOYSA-N,LMSHIBKMAZKRTD-UHFFFAOYSA-N,rdkit_sanitized,false,eligible_exact_alias
ALIAS-17eb16f8bc07157517,MOL-2bccbf08f1f0,4-(7-isopropyl-9-oxo-9H-thioxanthen-2-yl)benzonitrile,ITX-phenyl-CN,itxphenylcn,global_exact_name,10.1021/acsapm.0c01291,ZPC-000605,photoinitiator_or_photosensitizer,structure_linked,global_name_key,CC(C)c1ccc2sc3ccc(-c4ccc(C#N)cc4)cc3c(=O)c2c1,LMSHIBKMAZKRTD-UHFFFAOYSA-N,LMSHIBKMAZKRTD-UHFFFAOYSA-N,rdkit_sanitized,false,eligible_exact_alias
ALIAS-6e372577b7da45aa3e,MOL-31530a5b55b0,H3K,H3K,h3k,source_scoped,10.1021/ma9007785,ZPC-000028; zotero_XAY2YYCX,photoinitiator_or_photosensitizer,structured_pi_label,source_scoped,,,,not_available,true,eligible_exact_alias
ALIAS-c079c7b1883cdd68c4,MOL-34fab106c199,FL/EO/RB,FL/EO/RB,fleorb,global_exact_name,10.1016/j.jphotochem.2009.02.007,zotero_MZLGYQTP,photoinitiator_or_photosensitizer,explicit_field,global_name_key,,,,not_available,false,eligible_exact_alias
ALIAS-2fcfe1c2da77ef4e6b,MOL-368275596029,BNMBC,BNMBC,bnmbc,global_exact_name,10.1166/jnn.2013.6011,ZPC-000385; zotero_D47BE9ZL,photoinitiator_or_photosensitizer,anchor_mined,global_name_key,,,,not_available,false,eligible_exact_alias
ALIAS-9078bd1f9a9793ad69,MOL-3efce6288c7f,PVP,PVP,pvp,source_scoped,10.1016/j.jphotochem.2009.02.007,zotero_MZLGYQTP,resin_or_matrix,formulation_identity,global_name_key,,,,not_available,true,eligible_exact_alias
ALIAS-ad28f5716334c95f37,MOL-3fc9d557f9e8,DAPT,DAPT,dapt,global_exact_name,10.1002/polb.24891,zotero_H5G5DD8B,photoinitiator_or_photosensitizer,anchor_mined,global_name_key,,,,not_available,true,eligible_exact_alias
ALIAS-9e4e1c48577c13780b,MOL-40954535b35f,0.02 wt % PI,0.02 wt % PI,002wtpi,global_exact_name,10.1016/j.jphotochem.2007.03.002,zotero_95TT3IKI,photoinitiator_or_photosensitizer,formulation_identity,global_name_key,,,,not_available,false,eligible_exact_alias
ALIAS-c9330e860b134a7c06,MOL-447f4048c58a,OXE02,OXE02,oxe02,global_exact_name,10.3390/polym12112485,ZPC-005664,photoinitiator_or_photosensitizer,anchor_mined,global_name_key,,,,not_available,false,eligible_exact_alias
ALIAS-87944b462eaff0b695,MOL-46785f470448,M3K,M3K,m3k,source_scoped,10.1021/ma9007785,ZPC-000028; zotero_XAY2YYCX,photoinitiator_or_photosensitizer,structured_pi_label,source_scoped,,,,not_available,true,eligible_exact_alias
ALIAS-6c4d655d9bcdb5b27d,MOL-48d779afd09b,M2K,M2K,m2k,source_scoped,10.1021/ma9007785,ZPC-000028; zotero_XAY2YYCX,photoinitiator_or_photosensitizer,structured_pi_label,source_scoped,,,,not_available,true,eligible_exact_alias
ALIAS-d57e5f45bff62d3805,MOL-4a8da56e6e58,Pol EPI,Pol EPI,polepi,global_exact_name,10.1088/1758-5082/3/2/025003,zotero_X4RTKEJL,photoinitiator_or_photosensitizer,anchor_mined,global_name_key,,,,not_available,false,eligible_exact_alias
ALIAS-c88f6057f1a6fa01dc,MOL-575ef5ef5020,bis-AM,bis-AM,bisam,global_exact_name,10.1016/j.jphotochem.2009.02.007,zotero_MZLGYQTP,resin_or_matrix,formulation_identity,global_name_key,,,,not_available,false,eligible_exact_alias
ALIAS-c2a0804b8f4f7e1e85,MOL-592bfe8c3e9d,PI 3.78 wt %,PI 3.78 wt %,pi378wt,source_scoped,10.1115/1.4000097,zotero_INAWB8HL,unresolved_formulation_component,formulation_identity,global_name_key,,,,not_available,false,eligible_exact_alias
ALIAS-08e595fe9aeaa68b42,MOL-5b5090828bc2,DANT,DANT,dant,global_exact_name,10.1002/polb.24891,zotero_H5G5DD8B,photoinitiator_or_photosensitizer,anchor_mined,global_name_key,,,,not_available,true,eligible_exact_alias
ALIAS-d20df3a6458d577625,MOL-5bb14c6ce67d,ANTX,ANTX,antx,global_exact_name,10.1021/cm200595y,SRC045,photoinitiator_or_photosensitizer,explicit_field,global_name_key,,,,not_available,true,eligible_exact_alias
ALIAS-312a9de9c739e6eb52,MOL-5dd3d9e36ba3,TMP3EOTA,TMP3EOTA,tmp3eota,global_exact_name,10.2494/photopolymer.32.257,zotero_LVN4MHDD,resin_or_matrix,formulation_identity,global_name_key,,,,not_available,false,eligible_exact_alias
ALIAS-f23d0add9a61093415,MOL-611ecd76cd3c,OXE2,OXE2,oxe2,global_exact_name,10.1021/acs.macromol.0c01518,zotero_SRU6DZHE,photoinitiator_or_photosensitizer,anchor_mined,global_name_key,,,,not_available,true,eligible_exact_alias
ALIAS-fe6ca8223993ea6636,MOL-63120fab18fb,Irgacure 369,Irgacure 369,irgacure369,global_exact_name,10.1002/adfm.200400212;10.1002/adfm.201203880;10.1002/lpor.201600079;10.1016/j.polymer.2017.04.039;10.1016/s1010-6030(03)00394-0;10.1021/acs.chemmater.1c04002;10.1021/ma9007785;10.1038/s41598-017-17391-1;10.1039/c8me00101d;10.2217/rme.13.60,Lunzer2022; Tomova2016; ZPC-000028; ZPC-001953; zotero_3TYUTA6K; zotero_4UUBRRGP; zotero_DV89B7W8; zotero_QH8XLKS5; zotero_TSTS6L69; zotero_U5ZNIGNS,photoinitiator_or_photosensitizer,structured_pi_label,global_name_key,,,,not_available,false,eligible_exact_alias
